customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6806-DG5PZ,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.43,3009.78,Yes
1987-UT2UT,Male,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.47,1196.39,No
1412-COZRO,Male,1,No,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.43,2129.71,No
5759-2O7S6,Male,1,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.03,2778.51,No
3613-6D6D3,Female,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.71,546.84,No
8469-YU6BH,Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.83,175.31,Yes
2282-Q0J9M,Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.93,2970.23,No
2255-S98Z2,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.78,21.31,No
3738-5ZZ7S,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.45,6433.89,No
3388-Z9QLK,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,75.52,149.04,Yes
4920-5TVHO,Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),44.73,2191.77,No
7265-3D43E,Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.65,465.98,No
8606-59917,Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.5,979.11,No
6316-MC8LB,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.03,161.11,Yes
2537-69RYO,Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.53,1086.67,No
1008-IZW3S,Female,1,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),89.74,6179.56,No
8471-Q3HEY,Female,0,Yes,No,47,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),50.34,2258.87,No
7330-MLNT5,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.94,531.09,No
3278-2ILCO,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.63,167.86,Yes
6092-FMHP1,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.79,6046.71,No
5723-SCAN3,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.78,7873.04,Yes
8851-03H8L,Female,0,No,No,56,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,66.01,3725.85,No
9900-RH822,Female,0,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,45.46,536.88,No
9420-M8T03,Male,0,No,Yes,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.34,4992.40,No
4399-IWT25,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.33,674.64,Yes
6329-DBNSG,Female,0,No,No,55,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.72,2812.39,No
0044-PZLVC,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.5,7283.19,No
1564-4PA8D,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.68,105.27,No
7279-6JLHH,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.41,6325.04,No
4985-MIY0J,Female,0,No,No,39,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),40.18,1554.99,No
2265-G906Z,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.35,955.91,No
8217-VE1KJ,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),101.77,7123.90,No
4413-I4EPX,Female,0,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),73.15,4872.24,No
0162-ZSCMO,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.51,777.37,No
9694-D7NC2,Male,0,Yes,No,65,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.23,3520.54,No
7845-YWY1E,Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,71.61,573.69,No
8893-CNCUJ,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.48,2039.11,Yes
5862-ESQKP,Male,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),100.3,2208.40,No
2947-3PGIH,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,99.55,2826.42,No
2840-X0TBK,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.04,3976.42,Yes
0697-S8U9B,Male,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),78.83,5658.41,No
5529-YTSZW,Male,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.85,970.36,No
2546-DQLEM,Female,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.56,1060.04,No
1147-TY6ZL,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),99.35,6985.07,No
6659-C8RVG,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,56.72,57.49,No
2256-3LHDZ,Female,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.47,1196.03,No
8218-VN28H,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.46,244.88,No
8787-VFEAK,Male,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.62,138.32,No
2175-PHGVU,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,48.41,191.24,No
0124-BNN3P,Female,0,No,No,9,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,30.89,287.15,No
0122-TMEXF,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.33,218.91,No
6298-L2WLX,Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.13,1651.06,No
7070-8GIYR,Female,0,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),58.91,3534.60,No
5378-N69TG,Female,1,No,No,14,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.71,490.41,No
4834-I3FP1,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.94,802.21,Yes
1274-EUBHS,Male,0,Yes,Yes,42,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),45.79,1923.18,No
8552-LCVHF,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.09,62.96,Yes
9619-89YJB,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),71.28,4846.31,No
6422-RI8MN,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.98,3514.26,Yes
4832-HYOVJ,Female,0,No,No,10,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),36.35,378.40,No
7446-GQT5Z,Male,0,No,No,33,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.69,1896.36,Yes
8341-QJL8E,Female,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.71,4955.33,No
1404-HK1MF,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,56.05,1201.82,Yes
3868-86UTI,Female,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),95.21,5035.02,No
2775-JJ6JA,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.39,39.92,No
0748-2V80N,Male,0,Yes,No,59,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.42,3296.97,No
0101-BW6M2,Male,0,Yes,No,7,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.61,359.71,No
0900-VIAWD,Male,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.03,1079.42,Yes
6314-0DPMX,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),91.83,6450.09,No
9429-AHWLD,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.51,925.13,No
8926-CNGF2,Female,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.64,391.02,No
5158-USXF6,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.86,6743.94,Yes
9785-5GDRL,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,55.06,52.89,Yes
5250-HRL37,Male,1,No,No,13,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.69,622.90,Yes
7467-NFF9P,Female,0,No,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,79.15,5332.58,No
6139-JIXYU,Female,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.93,307.06,No
6695-HLYCG,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.06,7564.32,No
5155-MFWXE,Female,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.58,4009.98,No
1892-0CO9S,Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.47,367.07,No
2707-7RV2Y,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),74.85,5171.57,No
7754-LHGXV,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.73,6761.65,No
9815-GMSY0,Male,0,Yes,No,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.55,2446.48,No
8775-MPXO1,Male,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.25,934.77,No
8630-9UPSR,Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,90.72,3719.52,No
6807-Y6ON7,Female,0,No,No,17,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,54.56,954.50,No
1474-ZV1FJ,Male,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.57,1218.00,No
4535-SBOGK,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.89,824.14,Yes
7685-QACJ4,Male,0,Yes,Yes,38,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),61.07,2320.66,No
0774-4W408,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.3,40.94,No
7749-UL3DI,Male,0,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,70.32,1372.75,No
0978-2XK2E,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.39,5203.71,No
4053-8S30F,Male,0,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,401.76,No
8547-XLLJO,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.08,3603.50,Yes
1118-WAZJW,Male,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.89,6105.23,No
1180-BFXQ7,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.21,7575.12,No
6913-LZTI8,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,104.73,7777.67,No
1832-3D6E9,Female,0,No,No,27,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.43,1624.14,No
6481-VML90,Male,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.64,812.66,No
7447-RX647,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),94.79,4062.16,No
1468-8QHKU,Male,1,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,37.95,2722.68,No
9878-54TH3,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,90.21,6232.81,No
3781-VIXR4,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),79.82,2314.88,No
5574-NC210,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.1,8585.75,No
9431-SA80K,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.81,382.34,Yes
5797-RUCPR,Female,0,Yes,Yes,55,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),60.07,3370.42,No
6981-FPQ06,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.71,6661.62,Yes
0591-H1JHF,Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.35,172.48,Yes
6309-YRJ55,Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,94.2,4285.27,Yes
1842-AGEJD,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.11,21.36,No
9761-57D52,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.39,469.65,No
2289-Q7GS3,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,89.82,5778.80,No
8742-TN5QQ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.26,78.23,Yes
1268-DQ6S1,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.57,5639.15,No
9465-KNELW,Female,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.58,1141.34,No
7206-OMMY4,Male,1,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,200.95,Yes
2773-80EHA,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.2,5497.07,No
5530-1QMNV,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.86,1687.87,No
7293-YM33M,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.3,3372.14,No
3220-YB8VO,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.2,67.91,No
2791-VY7LK,Female,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.38,1446.24,No
6707-7GOCR,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.28,241.06,Yes
3746-X7X8W,Female,0,Yes,Yes,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,26.52,54.03,Yes
1442-425WJ,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.46,468.65,Yes
1450-E6IFK,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.43,51.58,Yes
5939-1L6R4,Male,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.21,1524.12,No
1221-MBABF,Female,0,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.45,508.96,No
8420-FJGVM,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,79.89,5481.47,No
6057-N4B9I,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.04,43.75,Yes
6578-X0GD2,Female,0,No,No,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),49.58,2179.48,No
0275-1CK26,Female,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.16,452.28,No
9339-HN6MH,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.81,655.30,Yes
2213-9UB9Z,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.08,8525.83,No
5964-PUC4A,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.51,278.16,No
0506-YGHSF,Female,1,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.47,1224.58,Yes
1192-7RRZO,Female,1,Yes,No,4,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.77,125.53,No
0454-29A7Z,Female,0,Yes,Yes,56,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,45.19,2511.60,No
1417-XVKCI,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.61,42.47,No
1628-JEGEJ,Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),83.57,2180.41,No
7655-YTT52,Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.03,23.44,Yes
7746-AKV62,Female,0,Yes,Yes,41,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),61.24,2510.84,No
3003-YZICX,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,109.03,7647.41,No
6913-056DF,Female,0,No,Yes,22,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,51.68,1098.54,No
4439-Q2ANY,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.33,2573.91,No
2375-0LJ2F,Female,0,Yes,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.05,432.90,Yes
2218-19XP9,Male,1,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.5,2049.63,Yes
2853-7RCI2,Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.16,155.62,No
0704-HFSRW,Female,0,Yes,No,24,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.77,1686.19,No
8267-2PPXP,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.9,5464.45,No
2796-QU7Q9,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.8,6117.78,No
2467-TUZ69,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.0,432.00,No
4775-HHZXT,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.93,7643.33,No
8821-Y70HP,Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.8,685.46,Yes
6064-CVJE6,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.72,6549.53,No
6287-VM2HJ,Female,0,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,30.93,303.84,No
9289-RESD0,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,50.51,353.73,No
4684-U6X3H,Female,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.51,4255.74,No
4674-VY2JK,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),100.12,5957.62,No
3807-F28XE,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.99,8279.28,No
8350-B911X,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.51,54.78,No
4346-80UKB,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.98,907.54,Yes
3467-5EZKJ,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,65.47,654.70,No
8244-8COSN,Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.68,4236.36,No
8964-8NOG8,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.14,252.49,No
6677-RUMXX,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,93.32,4137.27,No
2019-5LOXY,Male,1,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.27,3981.75,No
8955-0H0GQ,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.59,1266.40,No
5134-OI9HD,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.56,5136.43,No
7367-95RBN,Male,1,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.63,3428.83,No
4724-ULBGT,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.37,262.55,No
7857-GSY5Y,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.13,243.39,Yes
9057-DEDE6,Male,0,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.84,140.64,No
4007-41GL5,Female,0,No,No,47,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),59.5,2796.50,Yes
1709-MJOQJ,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.42,1339.99,No
